시간|이름|ID|타입|이동체크기(m)|x좌표|y좌표|이동속도(knot)|방향각|이동면적(m2)|전체면적(m2)|MPI
2021-05-09 23:49:16|아라곤1호|111|정사각형|8.0|277.25407361134177|571.3798802912704|50.0|77.0|5098.732800000001|1000000|0.005098732800000001057216802990978976595215499401092529296875
2021-05-09 23:49:17|아라곤1호|111|정사각형|8.0|282.60156229917453|596.5378365821439|50.0|78.0|5304.492800000001|1000000|0.0053044928000000012013881445227525546215474605560302734375
2021-05-09 23:49:18|아라곤1호|111|정사각형|8.0|287.50916966025926|621.7852877404177|50.0|79.0|5510.2528|1000000|0.0055102528000000004781977480661225854419171810150146484375
2021-05-09 23:49:19|아라곤1호|111|정사각형|8.0|291.9754007898527|647.1145431478917|50.0|80.0|5716.0128|1000000|0.005716012800000000622369089597896163468249142169952392578125
2021-05-09 23:49:20|아라곤1호|111|정사각형|8.0|295.9988952306874|672.5178872679986|50.0|81.0|5921.7728|1000000|0.005921772799999999899178693141266194288618862628936767578125
2021-05-09 23:49:21|아라곤1호|111|정사각형|8.0|299.5784273873803|697.9875819960318|50.0|82.0|6127.5328|1000000|0.00612753280000000004335003467303977231495082378387451171875
2021-05-09 23:49:22|아라곤1호|111|정사각형|8.0|302.7129068997607|723.5158690162466|50.0|83.0|6333.292799999999|1000000|0.00633329279999999932015963821640980313532054424285888671875
2021-05-09 23:49:23|아라곤1호|111|정사각형|8.0|305.4013789750047|749.0949721651186|50.0|84.0|6539.0527999999995|1000000|0.006539052799999999464330979748183381161652505397796630859375
2021-05-09 23:49:24|아라곤1호|111|정사각형|8.0|307.6430246784745|774.7170998000383|50.0|85.0|6744.8128|1000000|0.006744812799999999608502321279956959187984466552734375
2021-05-09 23:49:25|아라곤1호|111|정사각형|8.0|309.4371611831734|800.374447172721|50.0|86.0|6950.5728|1000000|0.006950572799999999752673662811730537214316427707672119140625
2021-05-09 23:49:26|아라곤1호|111|정사각형|8.0|310.7832419777419|826.0591988066087|50.0|87.0|7156.3328|1000000|0.00715633279999999989684500434350411524064838886260986328125
2021-05-09 23:49:27|아라곤1호|111|정사각형|8.0|311.68085703293025|851.7635308775399|50.0|88.0|7362.0928|1000000|0.007362092800000000041016345875277693266980350017547607421875
2021-05-09 23:49:28|아라곤1호|111|정사각형|8.0|312.1297329264972|877.4796135969623|50.0|89.0|7567.852800000001|1000000|0.0075678528000000001851876874070512712933123111724853515625
2021-05-09 23:49:29|아라곤1호|111|정사각형|8.0|312.1297329264972|903.1996135969623|50.0|90.0|7773.612800000001|1000000|0.00777361280000000119672076692722839652560651302337646484375
